,ConflictID,ConflictCode,Year,Country,SideA,SideA2nd,SideB,SideB2nd,SideBID,Strategic,StrategicSIDE,ChildSoldier,ChildSoldierSide,CS_Side,CS_SideB_ID,SexExploitForcedMarriage,SexExploitForcedMarriageSide,SexFM_SideB_ID,SexFM_Side,Trafficking,TraffickingSide,Traf_Side,ForcedLabour,ForcedLabourSIDE,Forced_Side,Incomp,Terr,Int,CumInt,Type,Startdate,Startprec,Startdate2,Startprec2,EpEnd,EpEndDate,EpEndPrec,Duration,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
132,259,16,2015,Iraq,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",IS,,234,3,SIDE B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,4,1958-07-14,1,2004-01-18,1,0,,,,645,"900, 692, 211, 20, 390, 220, 663, 210, 670, 696, 200, 2",,,645,2,17.1
133,259,16,2016,Iraq,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",IS,,234,3,SIDE B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,4,1958-07-14,1,2004-01-18,1,1,2016-12-31,1.0,21355.0,645,"900, 692, 211, 20, 390, 220, 663, 210, 670, 696, 200, 2",,,645,2,17.1
134,297,32,2009,Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,1051,3,SIDE B,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,2,,1,0,3,1966-01-15,1,2009-07-26,1,1,2009-07-30,1.0,15902.0,475,,,,475,4,17.1
135,297,32,2011,Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,1051,3,SIDE B,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,2,,1,0,3,1966-01-15,1,2011-03-01,1,0,,,,475,,,,475,4,17.1
136,297,32,2012,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,1051,3,SIDE B,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,2,,1,1,4,1966-01-15,1,2011-03-01,1,0,,,,475,"483, 436",,,475,4,17.1
137,297,32,2013,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,1051,3,SIDE B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,4,1966-01-15,1,2011-03-01,1,0,,,,475,"483, 436",,,475,4,17.1
138,297,32,2014,Nigeria,Government of Nigeria,"Government of Cameroon, Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,1051,3,SIDE B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,4,1966-01-15,1,2011-03-01,1,0,,,,475,"471, 483, 436",,,475,4,17.1
139,297,32,2015,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,1051,3,SIDE B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,2,,2,1,4,1966-01-15,1,2011-03-01,1,0,,,,475,"483, 436",,,475,4,17.1
140,297,32,2016,Nigeria,Government of Nigeria,Government of Cameroon,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,1051,3,SIDE B,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,1,SIDE B ,2,1,SIDE B ,2,2,,1,1,4,1966-01-15,1,2011-03-01,1,0,,,,475,471,,,475,4,17.1
141,374,74,1996,Rwanda,Government of Rwanda,,ALiR,,1128,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,1,1,3,1990-10-01,1,1996-07-12,1,0,,,,517,,,,517,4,17.1
142,374,74,1997,Rwanda,Government of Rwanda,,ALiR,,1128,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,1,1,3,1990-10-01,1,1996-07-12,1,0,,,,517,,,,517,4,17.1
143,374,74,1998,Rwanda,Government of Rwanda,,ALiR,,1128,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,2,1,3,1990-10-01,1,1996-07-12,1,0,,,,517,,,,517,4,17.1
144,374,74,1999,Rwanda,Government of Rwanda,,ALiR,,1128,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,1,1,3,1990-10-01,1,1996-07-12,1,0,,,,517,,,,517,4,17.1
145,374,74,2000,Rwanda,Government of Rwanda,,ALiR,,1128,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,1,1,3,1990-10-01,1,1996-07-12,1,0,,,,517,,,,517,4,17.1
146,374,74,2001,Rwanda,Government of Rwanda,,FDLR,,528,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,2,1,3,1990-10-01,1,1996-07-12,1,0,,,,517,,,,517,4,17.1
147,374,74,2002,Rwanda,Government of Rwanda,,FDLR,,528,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,1,1,3,1990-10-01,1,1996-07-12,1,1,2002-03-01,1.0,4169.0,517,,,,517,4,17.1
148,374,74,2009,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,,528,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,2,1,4,1990-10-01,1,2009-02-16,1,0,,,,517,490,,,517,4,17.1
149,374,74,2010,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,,528,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,1,1,4,1990-10-01,1,2009-02-16,1,0,,,,517,490,,,517,4,17.1
150,374,74,2011,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,,528,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,1,1,4,1990-10-01,1,2009-02-16,1,0,,,,517,490,,,517,4,17.1
151,374,74,2012,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,,528,1,SIDE B,1,SIDE B,2,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,1,1,4,1990-10-01,1,2009-02-16,1,1,2012-12-02,1.0,8098.0,517,490,,,517,4,17.1
152,314,39,1989,Uganda,Government of Uganda,,"LRA, UPA",,"488, 486",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,2,1,3,1971-01-25,1,1979-01-22,2,0,,,,500,,,,500,4,17.1
153,314,39,1990,Uganda,Government of Uganda,,"LRA, UPA",,"488, 486",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1979-01-22,2,0,,,,500,,,,500,4,17.1
154,314,39,1991,Uganda,Government of Uganda,,"LRA, UPA",,"488, 486",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1979-01-22,2,0,,,,500,,,,500,4,17.1
155,314,39,1992,Uganda,Government of Uganda,,UPA,,486,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1979-01-22,2,1,1992-08-09,1.0,7867.0,500,,,,500,4,17.1
156,314,39,1994,Uganda,Government of Uganda,,LRA,,488,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
157,314,39,1995,Uganda,Government of Uganda,,LRA,,488,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
158,314,39,1996,Uganda,Government of Uganda,,"ADF, LRA, WNBF",,"489, 488, 490",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,2,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
159,314,39,1997,Uganda,Government of Uganda,,"ADF, LRA, UNRF II",,"489, 488, 491",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
160,314,39,1998,Uganda,Government of Uganda,,"ADF, LRA",,"489, 488",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
161,314,39,1999,Uganda,Government of Uganda,,ADF,,489,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
162,314,39,2000,Uganda,Government of Uganda,,"ADF, LRA",,"489, 488",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
163,314,39,2001,Uganda,Government of Uganda,,"ADF, LRA",,"489, 488",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
164,314,39,2002,Uganda,Government of Uganda,,"ADF, LRA",,"489, 488",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,2,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
165,314,39,2003,Uganda,Government of Uganda,,LRA,,488,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
166,314,39,2004,Uganda,Government of Uganda,,LRA,,488,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,2,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
167,314,39,2005,Uganda,Government of Uganda,Government of Sudan,LRA,,488,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,1971-01-25,1,1994-02-21,1,0,,,,500,625,,,500,4,17.1
168,314,39,2006,Uganda,Government of Uganda,,LRA,,488,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
169,314,39,2007,Uganda,Government of Uganda,,ADF,,489,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,,500,,,,500,4,17.1
170,314,39,2008,Uganda,Government of Uganda,"Government of DR Congo (Zaire), Government of Sudan",LRA,,488,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,1971-01-25,1,1994-02-21,1,0,,,,500,"490, 625",,,500,4,17.1
171,314,39,2009,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Sudan",LRA,,488,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,1971-01-25,1,1994-02-21,1,0,,,,500,"482, 490, 625",,,500,4,17.1
172,314,39,2010,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Sudan","ADF, LRA",,"489, 488",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,1971-01-25,1,1994-02-21,1,0,,,,500,"490, 482, 625",,,500,4,17.1
173,314,39,2011,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of South Sudan, Government of Sudan","ADF, LRA",,"489, 488",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,1971-01-25,1,1994-02-21,1,1,2011-11-03,1.0,14892.0,500,"482, 490, 626, 625",,,500,4,17.1
174,314,39,2013,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of South Sudan","ADF, LRA",,"489, 488",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,1971-01-25,1,2013-06-24,1,0,,,,500,"482, 490, 626",,,500,4,17.1
175,314,39,2014,Uganda,Government of Uganda,"Government of DR Congo (Zaire), Government of South Sudan","ADF, LRA",,"489, 488",1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,1971-01-25,1,2013-06-24,1,0,,,,500,"490, 626",,,500,4,17.1
176,314,39,2015,Uganda,Government of Uganda,Government of DR Congo (Zaire),ADF,,489,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,1971-01-25,1,2013-06-24,1,0,,,,500,490,,,500,4,17.1
177,314,39,2016,Uganda,Government of Uganda,Government of DR Congo (Zaire),ADF,,489,1,SIDE B,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,0,.,.,2,,1,1,4,1971-01-25,1,2013-06-24,1,1,2016-12-24,1.0,16770.0,500,490,,,500,4,17.1
178,13637,155,2015,Afghanistan,Government of Afghanistan,"Government of Pakistan, Government of United States of America",IS,,234,0,.,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,0,.,.,1,Islamic State,1,0,4,2015-02-09,1,2015-03-03,1,0,,,,700,"770, 2",,,700,3,17.1
179,13637,155,2016,Afghanistan,Government of Afghanistan,"Government of Pakistan, Government of United States of America",IS,,234,0,.,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,1,SIDE B ,2,0,.,.,1,Islamic State,2,1,4,2015-02-09,1,2015-03-03,1,1,2016-12-28,1.0,688.0,700,"770, 2",,,700,3,17.1
180,386,86,1991,Algeria,Government of Algeria,,Takfir wa'l Hijra,,536,0,.,0,. ,.,.  ,0,.  ,.  ,.,0,.,.,0,.,.,2,,1,0,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
181,386,86,1992,Algeria,Government of Algeria,,AIS,,537,0,.,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,1,0,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
182,386,86,1993,Algeria,Government of Algeria,,"AIS, GIA",,"537, 538",0,.,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
183,386,86,1994,Algeria,Government of Algeria,,"AIS, GIA",,"537, 538",0,.,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,2,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
184,386,86,1995,Algeria,Government of Algeria,,"AIS, GIA",,"537, 538",0,.,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,2,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
185,386,86,1996,Algeria,Government of Algeria,,"AIS, GIA",,"537, 538",0,.,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,2,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
186,386,86,1997,Algeria,Government of Algeria,,"AIS, GIA",,"537, 538",0,.,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,2,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
187,386,86,1998,Algeria,Government of Algeria,,GIA,,538,0,.,1,SIDE B,2,.  ,1,SIDE B ,.  ,2,0,.,.,0,.,.,2,,2,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
188,386,86,1999,Algeria,Government of Algeria,,"AQIM, GIA",,"539, 538",0,.,1,SIDE B,2,.  ,0,.  ,.  ,.,2,SIDE B ,2,0,.,.,2,,2,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
189,386,86,2000,Algeria,Government of Algeria,,"AQIM, GIA",,"539, 538",0,.,1,SIDE B,2,.  ,0,.  ,.  ,.,2,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
190,386,86,2001,Algeria,Government of Algeria,,"AQIM, GIA",,"539, 538",0,.,1,SIDE B,2,.  ,0,.  ,.  ,.,2,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
191,386,86,2002,Algeria,Government of Algeria,,"AQIM, GIA",,"539, 538",0,.,1,SIDE B,2,.  ,0,.  ,.  ,.,2,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
192,386,86,2003,Algeria,Government of Algeria,,"AQIM, GIA",,"539, 538",0,.,1,SIDE B,2,.  ,0,.  ,.  ,.,2,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
193,386,86,2004,Algeria,Government of Algeria,"Government of Chad, Government of Mali, Government of Niger",AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,4,1985-08-27,1,1991-12-09,1,0,,,,615,"483, 432, 436",,,615,4,17.1
194,386,86,2005,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
195,386,86,2006,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
196,386,86,2007,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
197,386,86,2008,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
198,386,86,2009,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
199,386,86,2010,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
200,386,86,2011,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
201,386,86,2012,Algeria,Government of Algeria,,"AQIM, MUJAO",,"539, 1161",0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
202,386,86,2013,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
203,386,86,2014,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
204,386,86,2015,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
205,13721,167,2015,Algeria,Government of Algeria,,Jund al-Khilafah,,5870,0,.,0,. ,.,.  ,0,.  ,.  ,.,0,.,.,0,.,.,1,Islamic State,1,0,3,2015-04-05,1,2015-05-20,1,1,2015-05-20,1.0,45.0,615,,,,615,4,17.1
206,386,86,2016,Algeria,Government of Algeria,,AQIM,,539,0,.,0,. ,.,.  ,0,.  ,.  ,.,1,SIDE B ,2,0,.,.,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,,615,,,,615,4,17.1
207,327,45,1989,Angola,Government of Angola,Government of Cuba,UNITA,,567,0,.,1,SIDE A + B,3,.  ,2,SIDE B ,.  ,2,0,.,.,0,.,.,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,,540,40,,,540,4,17.1
208,327,45,1990,Angola,Government of Angola,,UNITA,,567,0,.,1,SIDE A + B,3,.  ,2,SIDE B ,.  ,2,0,.,.,0,.,.,2,,2,1,3,1975-11-11,1,1975-11-11,1,0,,,,540,,,,540,4,17.1
209,327,45,1991,Angola,Government of Angola,,UNITA,,567,0,.,1,SIDE A + B,3,.  ,2,SIDE B ,.  ,2,0,.,.,0,.,.,2,,1,1,3,1975-11-11,1,1975-11-11,1,0,,,,540,,,,540,4,17.1
210,387,87,1991,Angola,Government of Angola,,FLEC-R,,540,0,.,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,1,Cabinda,1,0,3,1991-06-03,3,1991-06-03,3,1,1991-11-10,2.0,160.0,540,,,,540,4,17.1
211,327,45,1992,Angola,Government of Angola,,UNITA,,567,0,.,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,0,.,.,2,SIDE A + B ,3,2,,2,1,3,1975-11-11,1,1975-11-11,1,0,,,,540,,,,540,4,17.1
212,327,45,1993,Angola,Government of Angola,,UNITA,,567,0,.,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,0,.,.,2,SIDE A + B ,3,2,,2,1,3,1975-11-11,1,1975-11-11,1,0,,,,540,,,,540,4,17.1
213,327,45,1994,Angola,Government of Angola,,UNITA,,567,0,.,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,0,.,.,2,SIDE A + B ,3,2,,2,1,3,1975-11-11,1,1975-11-11,1,0,,,,540,,,,540,4,17.1
214,387,87,1994,Angola,Government of Angola,,"FLEC-FAC, FLEC-R",,"541, 540",0,.,1,SIDE A + B,3,.  ,2,SIDE B ,.  ,2,0,.,.,0,.,.,1,Cabinda,1,0,3,1991-06-03,3,1994-12-31,5,1,1994-12-31,5.0,1307.0,540,,,,540,4,17.1
215,327,45,1995,Angola,Government of Angola,,UNITA,,567,0,.,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,0,.,.,2,SIDE A + B ,3,2,,1,1,3,1975-11-11,1,1975-11-11,1,1,1995-12-24,1.0,7348.0,540,,,,540,4,17.1
216,387,87,1996,Angola,Government of Angola,,FLEC-FAC,,541,0,.,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,1,Cabinda,1,0,3,1991-06-03,3,1996-05-22,1,0,,,,540,,,,540,4,17.1
217,387,87,1997,Angola,Government of Angola,,"FLEC-FAC, FLEC-R",,"541, 540",0,.,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,1,Cabinda,1,0,3,1991-06-03,3,1996-05-22,1,0,,,,540,,,,540,4,17.1
218,327,45,1998,Angola,Government of Angola,,UNITA,,567,0,.,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,0,.,.,1,SIDE A + B ,3,2,,2,1,3,1975-11-11,1,1998-05-02,1,0,,,,540,,,,540,4,17.1
219,387,87,1998,Angola,Government of Angola,,FLEC-FAC,,541,0,.,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,1,Cabinda,1,0,3,1991-06-03,3,1996-05-22,1,1,1998-11-15,2.0,2722.0,540,,,,540,4,17.1
220,327,45,1999,Angola,Government of Angola,Government of Namibia,UNITA,,567,0,.,1,SIDE A + B,3,.  ,1,SIDE B ,.  ,2,0,.,.,1,SIDE A + B ,3,2,,2,1,4,1975-11-11,1,1998-05-02,1,0,,,,540,565,,,540,4,17.1
221,327,45,2000,Angola,Government of Angola,Government of Namibia,UNITA,,567,0,.,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,1,SIDE A + B ,3,2,,2,1,4,1975-11-11,1,1998-05-02,1,0,,,,540,565,,,540,4,17.1
222,327,45,2001,Angola,Government of Angola,Government of Namibia,UNITA,,567,0,.,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,1,SIDE A + B ,3,2,,2,1,4,1975-11-11,1,1998-05-02,1,0,,,,540,565,,,540,4,17.1
223,327,45,2002,Angola,Government of Angola,Government of Namibia,UNITA,,567,0,.,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,1,SIDE A ,1,2,,1,1,4,1975-11-11,1,1998-05-02,1,1,2002-04-01,1.0,9638.0,540,565,,,540,4,17.1
224,387,87,2002,Angola,Government of Angola,,"FLEC-FAC, FLEC-R",,"541, 540",0,.,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,1,SIDE A ,1,1,Cabinda,1,0,3,1991-06-03,3,2002-11-12,1,1,2002-12-31,5.0,4229.0,540,,,,540,4,17.1
225,387,87,2004,Angola,Government of Angola,,FLEC-FAC,,541,0,.,1,SIDE A + B,3,.  ,1,SIDE A + B ,.  ,3,0,.,.,1,SIDE A ,1,1,Cabinda,1,0,3,1991-06-03,3,2004-02-10,1,1,2004-04-24,1.0,4709.0,540,,,,540,4,17.1
226,387,87,2007,Angola,Government of Angola,,FLEC-FAC,,541,0,.,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,1,Cabinda,1,0,3,1991-06-03,3,2007-12-31,5,1,2007-12-31,5.0,6055.0,540,,,,540,4,17.1
227,387,87,2009,Angola,Government of Angola,,FLEC-FAC,,541,0,.,1,SIDE A + B,3,.  ,0,.  ,.  ,.,0,.,.,0,.,.,1,Cabinda,1,0,3,1991-06-03,3,2009-12-31,5,1,2009-12-31,5.0,6786.0,540,,,,540,4,17.1
